ID,S,Izero,n,M
5410ECF74A43,46.77 9.79 7.9 318.12 47.17 30.67 3.24,3.6 167.193 7.682 33.32 1.106 0.825 53.575,10.45 11.56 13.41 11.95 30.2 20.87 11.52,1.0 3.53292131357789e-17 0.311695039911579 0.699655047899556 -0.268943516216742 -0.101644181074113 0.00189639023897713 -2.32843349621779e-16 1.0 -1.01178239688527 3.63721093773551 -0.0483388746734779 -2.25696781537672 -0.99435321308717 2.64925405564925e-16 -2.46783411201356e-16 1.64551261469717 -14.8053351994763 0.428464252150998 1.72770229840432 -0.00740566243269692 -5.45811752464703e-17 -5.06595757140877e-17 -0.0717443500007964 1.64551261469717 0.126603205254753 -0.225686559002593 0.00012288688206559 -3.93484063355591e-17 7.92868269012063e-19 -2.09030791087749e-18 -1.23407390775177e-16 0.997323592380723 -1.27447981870333 4.00041661492397e-17 1.03013511858472e-16 -2.13117149323984e-17 5.61859366286235e-17 -2.80636031556307e-17 0.00209437954399951 0.997323592380723 2.75280807569597e-17 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF7558,45.07 10.65 9.35 304.63 43.15 27.24 2.59,2.035 252.033 14.107 30.015 1.929 1.286 37.866,4.6 13.05 13.02 12.43 20.63 23.77 11.76,1.0 5.54397176103664e-18 0.168876924301107 1.61740356165075 -0.239106947610994 -0.239837186975181 -0.00570561918243791 -1.54258368303616e-16 1.0 -1.0907879563169 7.015431924328 0.147563617502524 -2.92071611716927 -0.993767570690647 -2.80067079682373e-16 -6.25013984992354e-16 1.74653049969705 -19.5939763700012 0.0896768374693984 2.95832236510151 -0.00830691822387914 5.03880643408677e-17 -5.0809895993281e-17 -0.0665428120384575 1.74653049969705 0.164728439033811 -0.273745668047006 0.000116493584329806 1.1655103094255e-16 1.327818917498e-16 -5.68751153485721e-17 3.54024004214515e-16 1.01600258942484 -1.26004641140469 1.09346469333524e-17 8.15472302414173e-17 1.91734119806989e-17 -4.36795349119662e-17 6.76304198856212e-16 -0.0129032328856955 1.01600258942484 1.29528393261434e-19 -6.3216361661301e-33 4.35814988994989e-17 -1.31221376920919e-16 1.24456815429712e-15 1.38136811200163e-17 -2.83518947965458e-16 1.0
5410ECF71A34,45.66 11.57 8.59 322.68 79.01 21.63 3.37,0.302 111.683 7.968 26.583 0.951 0.402 35.598,5.81 11.0 12.68 12.49 13.05 20.65 11.33,1.0 1.95767018931817e-16 -0.169238433609963 5.5121853731017 -0.48595686873529 -0.616115132544538 0.00132991737040031 9.94114061320735e-17 1.0 -1.11751038135948 4.17838913134451 0.163892332129684 -1.96924639930862 -0.994018864499976 -3.11995540750135e-16 3.0799904610446e-16 2.12336820215349 -18.5374290784404 0.376517604635979 2.31954266676447 -0.00924506021744797 5.90770127438572e-17 -4.79559027060661e-17 -0.128676113050501 2.12336820215349 0.11940320213391 -0.26444615495113 0.000360250649177352 -7.17370589689112e-18 -3.23126612552488e-16 1.18087003209675e-16 7.42436400230716e-16 1.0163472854609 -1.05466357812278 1.40797382277303e-16 2.73701892027161e-17 1.36808485813442e-16 0.0 -6.52646188945439e-16 -0.015753382924644 1.0163472854609 -1.90354517061083e-18 -2.52890995027679e-33 -5.06684049541571e-17 6.45211549424892e-17 -2.80669424566117e-16 -2.87974983674739e-17 1.31126346051875e-16 1.0
5410ECF71C5B,47.9 10.08 8.08 346.44 94.3 21.95 3.12,12.403 125.254 7.791 25.234 0.974 0.93 33.464,15.27 11.02 13.16 12.59 13.28 30.77 11.21,1.0 1.79281719489009e-17 -0.00455327035359765 4.0534481558518 -0.462153154056285 -0.442784022740922 0.00501799597205714 -3.31552737833967e-16 1.0 -1.02223624566872 4.37551733483049 0.192940474044327 -2.05688186865427 -0.994435015119253 3.2359125361146e-16 -4.66944173984939e-16 1.76979300660276 -16.7710894684698 0.255171318792877 2.02062057405973 -0.00779547804790283 3.0685793222165e-17 5.91596642860424e-17 -0.0812334990030668 1.76979300660276 0.136379523398958 -0.216278982620835 0.000157812442398684 1.5467496281666e-16 7.45880468333476e-17 1.09655073066261e-16 -8.15005776269486e-16 1.04133157484364 -1.04372663746579 6.73409567860611e-17 -5.3172410583559e-17 -1.27548470560046e-16 0.0 4.64236383216439e-16 -0.0412367303638083 1.04133157484365 -2.07743261562922e-18 5.6594723700899e-32 7.25605158781121e-18 1.67657812231075e-16 -1.62731624405399e-15 1.40673245161503e-17 1.97567448057495e-16 1.0
5410ECF71C89,40.55 9.57 12.21 308.12 41.5 20.77 2.55,7.657 143.356 12.835 27.956 1.664 1.081 54.677,8.76 11.3 13.44 13.02 28.05 7.99 10.79,1.0 -6.79612703083547e-17 0.50140042994208 -0.525336396661922 -0.356189726827463 0.142962972162289 0.0041458373074851 1.64585450629195e-16 1.0 -0.982578597616797 3.56807875453652 0.358089420350498 -2.40192459331823 -0.99281676340638 1.20258815197138e-16 -9.02382230205896e-17 1.87165703337269 -16.3537904947972 -0.37042078735816 2.58039093992132 -0.0108157819318915 2.13979679303862e-17 2.00544495928936e-17 -0.0997593198787645 1.87165703337269 0.186735851989375 -0.312942750459639 0.00027648117696982 -1.98588373386378e-17 -4.14626124472982e-17 9.73664990083249e-17 -7.19288875429896e-16 1.02332153880216 -1.28140323088807 1.23005143970709e-16 1.02718923437575e-17 -8.48369869494035e-17 -6.48487748153515e-17 1.03188060475768e-15 -0.0186244520061994 1.02332153880216 -1.40647155146838e-18 -2.27552539925319e-32 -4.01527407909598e-17 1.04722822037791e-16 -7.13567783466919e-16 -2.87469752856792e-17 1.88246006774909e-16 1.0
5410ECF71D5A,20.8 11.34 9.22 339.97 43.95 25.26 4.15,1.512 307.478 12.862 35.764 1.201 1.014 43.253,5.33 14.31 13.15 12.55 33.1 16.9 12.51,1.0 -2.64501419148229e-17 0.405249096263947 -0.529075350516105 -0.0811800189126386 -0.204506152628919 -0.0170688289652388 -3.72380477794059e-17 1.0 -1.06153496774133 5.19256395994237 0.366610695439239 -2.45476236024003 -0.994032382004896 -1.42348493919184e-16 -7.65132914077819e-16 1.84571532690867 -18.2266234247558 -0.105542048097196 2.75556326016012 -0.00853639647264592 1.14904594085982e-17 3.58418911518487e-17 -0.0856411911685622 1.84571532690867 0.175718182160507 -0.285737512983937 0.00019608879633078 -9.49352882151787e-17 -2.39087241407187e-17 4.18324196797378e-17 -6.16308664043821e-16 1.0015906862643 -1.13620447449822 8.37763705683404e-17 -7.42494541042692e-17 -1.19615213026807e-16 0.0 3.7493489574111e-16 -0.00140222696077003 1.0015906862643 -2.64828543045633e-19 -2.28081941199818e-33 1.1585597075884e-17 -2.56611288733944e-17 1.92116088086816e-16 4.22460244874268e-18 -4.74969536115192e-17 1.0
5410ECF74D7A,44.25 11.49 8.23 360.61 103.01 24.63 4.25,1.283 231.124 8.53 35.665 0.513 0.787 56.917,5.6 12.32 12.86 13.04 -8.87 11.63 11.67,1.0 -4.47798306020601e-17 0.324742417368621 0.73343877497219 -0.33179477184444 -0.0757716191924927 0.00320485774079382 3.62221267111442e-17 1.0 -0.952724704841727 3.89639466108505 0.252923766653437 -1.96658448190661 -0.995062930703167 4.1458497765884e-16 2.48910659009891e-16 1.62933140646429 -15.6161639321163 0.0471997090597472 2.00927252987338 -0.00665275565236206 -2.38310872140943e-18 -9.59997745999322e-18 -0.0656620556805108 1.62933140646429 0.158842089996905 -0.20512637001457 6.81060527901388e-05 1.53749777795938e-17 -3.86765135498054e-17 7.78418151982828e-17 -4.84468785762006e-16 1.00714719996158 -1.05105881787991 3.48531021029496e-17 9.59122895795278e-17 3.03792156455053e-17 -6.11423593572101e-17 7.95849747534495e-16 -0.00684860095973877 1.00714719996158 -3.96932260429202e-20 1.42904727091578e-32 4.92759133474293e-17 9.78299112209523e-18 -3.51718578893067e-16 -7.40944005909751e-18 -4.49328516363396e-18 1.0
5410ECF71851,44.14 11.02 10.65 439.04 46.63 29.7 3.57,6.604 86.154 8.722 24.861 3.857 1.163 33.889,21.49 11.83 13.71 13.81 14.06 11.02 11.93,1.0 -2.24147649704754e-17 0.0474315661728925 2.94258397399825 -0.371861819382054 -0.420941152690557 0.00716583750708426 -2.93363370740773e-16 1.0 -0.995132825264336 2.89077320576394 -0.06858288356933 -1.86838602121747 -0.995593027987828 -3.33836147015305e-16 1.30415610112752e-17 1.78803515534592 -14.924908245188 0.436315388681932 1.85804948206945 -0.00499911384977719 2.47593696485153e-17 -2.20118631837274e-17 -0.0944082562022648 1.78803515534592 0.110703877140937 -0.21968498771572 -3.60467887317886e-05 -8.64622941445852e-17 1.22830318044452e-16 -3.83462171727331e-17 -6.33786813072517e-16 1.01545512546405 -1.14482410844817 -3.74225050886471e-17 -5.52019562659751e-17 5.28200842278863e-17 0.0 -4.70349461146922e-16 -0.0137086441937647 1.01545512546405 7.16624062559222e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71898,56.0 11.24 8.7 316.15 108.08 23.31 2.85,1.861 88.983 7.581 21.892 0.859 0.777 35.221,10.66 11.84 13.98 13.62 14.0 22.03 12.02,1.0 -1.51420692634245e-16 -0.176331945028114 5.61473563658144 -0.495485085815175 -0.523081949220388 0.00395267773735513 7.0621396105001e-17 1.0 -1.22164660396632 7.30365359575271 -0.289524861299736 -2.17538050325095 -0.994008686434956 4.26592045670322e-16 2.39127524835663e-16 1.9291305346948 -20.3756696204999 0.671588047402547 2.032749952896 -0.00769256233753796 -5.82924112242016e-18 -2.685563532823e-17 -0.0879683523820826 1.9291305346948 0.123994179078447 -0.191356974022397 0.000150780842591718 -1.72351342648177e-16 -1.37235474817595e-16 -2.31146793215549e-16 2.56313164284432e-15 1.02451920338304 -1.04337035672529 -9.64019062902463e-17 7.9513802636226e-17 -4.07429399148839e-18 1.51255098394509e-16 -1.27639782391539e-15 -0.0240762012795016 1.02451920338304 2.37616219533778e-18 3.37678051854496e-32 2.37003665976963e-17 1.37498522384259e-16 -1.58498334603858e-15 2.52943936391143e-17 1.50100546054243e-16 1.0
5410ECF71CE0,40.49 11.37 8.15 337.33 48.9 24.61 3.04,6.313 78.262 6.544 20.502 1.787 1.095 30.144,6.42 11.78 13.35 13.5 33.39 36.08 10.45,1.0 -9.2480275118171e-17 -0.157671945086108 4.88675945847301 -0.595194502432253 -0.353798342564079 0.00146867977882209 -5.23774231011431e-16 1.0 -1.14812518909742 5.19366577660811 0.0667578504179299 -2.1560655078218 -0.994149982020737 2.89575175037838e-16 -2.59367229620088e-16 1.87596649793974 -17.6250804414434 0.392375849027334 1.87508037771454 -0.00773078289934969 -1.10365627466412e-16 -6.72598239402915e-18 -0.093235534947605 1.87596649793974 0.118787824125457 -0.207290718673516 0.000184219910097641 3.08347523444694e-17 -1.1366233854886e-16 2.12860444813559e-16 -1.25912559350701e-15 1.07373205263585 -1.23919416194703 -7.09205968660548e-18 -1.298114861247e-18 -1.08725464728097e-16 0.0 6.03702668968703e-16 -0.063887057131833 1.07373205263585 7.90789013599572e-19 6.92257704228923e-32 -2.56592834908993e-17 2.15940980341721e-16 -1.88529119408524e-15 5.47850711130374e-17 2.21526313239354e-16 1.0
5410ECF73490,38.68 10.14 13.28 427.41 46.27 25.27 2.64,9.395 71.701 9.686 23.989 1.409 1.082 30.81,27.66 11.69 13.9 13.84 41.23 27.27 11.76,1.0 -4.06047355480628e-17 0.0729880137949089 2.78124062418049 -0.415594189038132 -0.328967867989483 0.00915471171618156 1.6311832477477e-16 1.0 -1.06042724573977 3.52604463028778 -0.130629073167841 -2.0145634034355 -0.993634822668908 -3.0695852392941e-16 2.09960481587688e-16 1.87422678773872 -15.9530435718744 0.631163149181997 1.72195407884664 -0.00833367444260923 2.52296579560117e-17 -2.09399940098243e-17 -0.102707627968082 1.87422678773872 0.104218007471207 -0.220560593183321 0.000156685359455018 -3.30700915270542e-17 5.36962653020294e-17 1.09118946345898e-16 -1.33665446271551e-15 1.0054657116083 -1.1386899183964 6.61272506026711e-17 1.94824980317021e-17 -9.95810441249037e-17 0.0 6.13994900344249e-16 -0.00482623541571982 1.0054657116083 6.74472431236669e-19 -2.23750453442911e-32 -4.04508191113499e-17 9.77016019603945e-17 -6.0913294537215e-16 3.2047699777602e-17 1.22436651522377e-16 1.0
5410ECF73671,43.63 10.92 9.77 429.06 52.99 28.16 3.63,1.602 66.007 8.159 22.699 1.67 0.856 29.952,28.17 11.72 15.19 13.87 29.92 8.29 11.44,1.0 -1.93617079723433e-17 -0.0229872451354798 3.77843935564676 -0.449441218656816 -0.372005158157149 0.0153204827357137 -3.20968730167506e-16 1.0 -1.17371718140408 6.05672612534613 -0.266488529084066 -2.04057393062305 -0.993953112722197 -4.80731324209277e-17 -2.59232175408279e-17 1.88668868495252 -18.5112460324116 0.724748190518961 1.81819347406018 -0.00708744037945848 -6.55322922931123e-17 -1.54944723356339e-17 -0.0903723880092255 1.88668868495252 0.106141473047195 -0.202240006848992 3.9488394176077e-05 1.25407135493823e-16 -3.0534933609306e-17 -1.71263780738378e-16 2.29260990597053e-15 1.02255946142366 -1.15099292977847 -9.84373254697259e-17 -3.35586255307945e-19 -2.11721628740731e-17 1.63252167987579e-16 -1.48735787905448e-15 -0.0200421654439037 1.02255946142366 2.01520818931192e-18 2.59382849653675e-32 -5.48090515135324e-17 1.34667500987751e-16 -1.02207661191864e-15 3.57454629418104e-17 1.86243710958805e-16 1.0
5410ECF73717,42.11 11.29 10.66 434.52 47.54 22.92 2.91,0.937 70.754 9.561 24.885 1.432 1.028 30.32,27.66 11.41 14.52 14.49 38.64 31.97 12.81,1.0 3.97567406003044e-17 0.0367217758805395 3.19560401131722 -0.396836721879995 -0.285779571256203 0.0109998062809158 3.62931463357578e-16 1.0 -0.993795739824325 2.95851285020317 -0.133501937313074 -1.64424272589194 -0.991645253474695 -3.24381893403748e-16 2.94300424071058e-17 1.65078043616525 -14.1782230101361 0.342755694008975 1.43853299131741 -0.011098791153296 -2.77005512920624e-18 -3.87540766266824e-17 -0.0757708220199848 1.65078043616525 0.145237888722981 -0.205690138883286 0.000209434513936289 1.33788962799751e-16 -6.75778719644477e-17 -1.04295082278861e-16 1.74238444301233e-15 1.00583853056808 -1.21636053501598 -2.27010832066007e-17 2.72671299276163e-17 3.09214058988565e-17 1.89195721316466e-16 -1.70167799876492e-15 -0.00482802494672676 1.00583853056808 -1.3580308244464e-18 -2.16577360203257e-33 1.97898447281272e-17 3.25715977986643e-17 -3.90118903221933e-16 8.89750681962181e-18 1.21447201861507e-17 1.0
5410ECF71875,45.05 11.85 8.73 373.57 49.69 25.1 3.7,10.671 118.964 9.289 26.352 4.025 1.449 43.336,6.38 11.74 13.12 12.25 17.05 26.47 12.41,1.0 2.56069010747624e-17 0.128057221990323 2.23602328082365 -0.391529753902066 -0.232043819841187 0.000553949012310793 3.19637119943068e-16 1.0 -1.24559052999408 5.25672984178016 0.327071302432771 -2.67030027349478 -0.991335739834402 -6.71661994786594e-16 1.44609462969867e-16 1.76767334838943 -15.171410047222 -0.444433542087998 2.81868697701538 -0.0107535701079933 -3.37222930996405e-17 -1.82829990125402e-17 -0.0894442714285053 1.76767334838943 0.190573940480589 -0.308029354978738 0.000344130647464476 -7.27589747689782e-17 6.74175805525758e-17 -1.47524142167732e-16 6.57163349024387e-16 1.01401623947008 -1.22949469035747 9.67549908655312e-18 1.18670352651373e-17 5.31747463711698e-17 0.0 -2.49363187518903e-16 -0.0115597851299589 1.01401623947008 -3.26021854297591e-19 -5.06492673863724e-34 9.44279691736943e-18 9.5284552751126e-18 -1.33090142979311e-16 1.26683242671198e-18 4.4522651528904e-18 1.0
5410ECF74794,43.53 11.62 10.48 228.68 44.7 26.16 3.93,1.437 129.513 10.185 23.56 3.168 1.545 44.928,7.09 11.55 13.52 11.92 20.65 26.12 12.01,1.0 -4.91279492692429e-17 0.178732048662399 1.83468157415875 -0.331495197499808 -0.168667443445625 0.0010283197299328 -4.76278128147868e-16 1.0 -1.38948793827352 7.72793528320471 -0.421753257168402 -2.40867160341899 -0.991402325107244 8.64800173425294e-16 -6.96958607400974e-17 1.9307288470506 -18.4668422033848 0.922956298091101 1.94766458724233 -0.0104009521427925 -3.26370796288858e-17 2.55294176531808e-17 -0.0973087338913501 1.9307288470506 0.0819955576084972 -0.223712618084078 0.000324207987996712 -2.33455402316162e-17 2.34814798991955e-16 -6.52218012115059e-16 4.84946496331486e-15 1.00012564578488 -1.25645784879955 -2.34212346617181e-16 -4.06705512482157e-17 -5.61996929860625e-17 1.56099411954449e-16 -1.32460030089687e-15 -0.000100012564578393 1.00012564578488 -1.60257685442107e-18 -6.88901449527404e-33 -3.53204291378462e-17 -6.20726378768974e-17 7.90161918408775e-16 -2.24409509678389e-17 -4.68942806828511e-17 1.0
5410ECF74841,19.01 10.84 11.61 395.42 39.62 26.91 3.86,19.701 73.131 7.03 20.293 1.186 0.927 33.605,10.85 11.74 13.23 12.53 24.07 19.4 12.48,1.0 -7.92547449991559e-18 0.446785655326929 0.343519682194423 -0.360187269875734 0.0678538289993831 0.00424173008083778 -1.62903748924344e-16 1.0 -1.48803572610827 6.00184912954045 0.0242249425954609 -2.29403460859659 -0.994955590398764 5.94121930473077e-16 -1.25675859079042e-16 2.39530757330144 -19.0096399632349 0.584117578499862 2.7707848895343 -0.00531552284821606 2.73809222774667e-18 5.19409325219819e-17 -0.175815575880326 2.39530757330144 0.084765598833549 -0.346504022830105 9.01593770590637e-05 5.77951856751491e-17 2.74853546404072e-16 -3.78080436764391e-16 1.62909280715427e-15 1.04998870212157 -1.20454703907386 -3.05424785386888e-17 -1.80093852775848e-17 -2.66459014869665e-17 7.39075519584965e-17 -5.01842943127573e-16 -0.043574531138045 1.04998870212157 1.49790081608214e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71862,45.01 8.97 13.37 400.13 48.74 31.45 3.41,7.14 78.569 8.962 24.741 1.332 1.273 36.143,16.64 11.27 13.68 12.49 56.48 16.23 12.3,1.0 -1.0828694450201e-17 0.141321635139782 2.28339742590891 -0.368329622743883 -0.301171231354841 0.00504093634516501 -3.07013286109743e-16 1.0 -0.922410889631552 2.72592170726766 -0.0587015263097136 -1.57559395631774 -0.993807453750981 1.5957059410947e-16 -1.24884309739614e-16 1.76567622530205 -14.5843090533724 0.492695962166736 1.98835325396808 -0.0090438465962839 -6.64063092989473e-17 2.27126128519529e-18 -0.0926980018283578 1.76567622530205 0.120076222632797 -0.266032818203901 0.000174801946304894 -8.6570816257955e-17 3.51040669669978e-17 -7.09155516082614e-17 1.15257738991536e-16 1.06121195796556 -1.27791143978213 4.37380616079916e-18 -3.21211740947514e-17 6.74250928397395e-17 0.0 -4.40758257222888e-16 -0.0508320527865505 1.06121195796556 -7.24816292064121e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF7188,46.26 8.85 9.99 307.36 39.51 30.76 2.79,7.63 78.895 7.069 23.656 1.406 0.809 34.658,18.58 11.23 13.22 12.52 30.06 27.57 11.84,1.0 -7.50834051368312e-17 0.127797994571698 2.3629477880872 -0.459770527674675 -0.250457534727132 0.00627544689397233 1.71972363438431e-16 1.0 -1.04502324020755 4.01463138205306 0.218091994019929 -2.17638863491573 -0.995352259269454 -4.79858723534512e-18 2.73748693177094e-16 2.18676824584208 -18.807737652014 0.168449534880277 3.20580551151914 -0.00660358088111171 2.41103107201472e-17 -4.71887257977831e-17 -0.137985076312635 2.18676824584208 0.120307057057243 -0.354120853483 0.000116685953598157 -6.01020324908222e-18 8.36007424521084e-17 -1.58398936980316e-16 9.25762240180886e-16 1.05864793085674 -1.24782831610084 6.68065088037574e-17 7.92295603848265e-18 6.14641751893197e-17 1.28640963561273e-16 -1.38465205166965e-15 -0.0497564527502667 1.05864793085674 -3.73675657978308e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71985,40.68 10.16 10.3 414.72 44.08 25.61 4.5,11.176 81.319 7.76 22.602 1.711 1.135 36.545,16.34 12.16 12.99 12.89 5.21 13.13 12.18,1.0 2.59782974066341e-18 0.205634599735922 1.7394613985702 -0.37077242116675 -0.264933426438276 0.0046154828220025 -1.11949319279394e-16 1.0 -0.906270792636235 2.09172867488202 0.606834956097253 -2.22638044303944 -0.994527585582841 3.2328468599213e-17 1.90373602236504e-16 1.76166792746304 -14.3440287657823 0.240101171849355 2.21870553742575 -0.0085820357753531 -7.68281051726266e-18 -6.02383516596773e-17 -0.0935445669482874 1.76166792746304 0.117401445714653 -0.261135950578439 0.000255706099671261 -2.92151987402706e-18 -1.64715830060819e-16 3.15337614367284e-16 -1.70662846214512e-15 1.01997051265248 -1.16786623698709 6.9437197386997e-18 4.4443744007e-17 0.0 0.0 1.51722053291097e-16 -0.0174414957663574 1.01997051265248 -4.68500041385791e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410ECF71D50,47.01 10.18 10.65 427.43 45.08 26.52 3.1,8.189 93.243 6.957 23.937 7.143 0.84 27.891,17.24 11.13 13.34 13.01 17.58 14.26 12.1,1.0 -3.89061810066558e-17 0.132033052122946 2.37551036182069 -0.430042999287524 -0.28643183565025 0.00283832605659656 -3.47244906191157e-16 1.0 -0.988622732157587 3.31061927482819 0.0559789935111032 -1.82328877700832 -0.995521285647746 -9.08379374884101e-17 2.50659066292053e-17 1.92748474709039 -16.0742590483603 0.396226157809066 2.32792939240038 -0.00680806887519782 -7.75677483374804e-17 1.87356980310931e-17 -0.111215869907116 1.92748474709039 0.110465439755252 -0.280608344655518 0.000192825574098883 1.42797059399668e-17 2.71546479120773e-16 -2.3299533223507e-17 -1.09585904499357e-15 1.03450742270455 -1.1940284672856 -1.08176615409482e-16 7.29060005685052e-18 -9.49397912702291e-17 -6.68571979919989e-17 1.05133503293923e-15 -0.0298972645161616 1.03450742270455 3.62016232068568e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
